id,split,text,text_clean,label,label_name,n_words,n_chars,has_negation
train_013982,train,i should just let him calm down on his own but then ill feel like a neglectful aunt and i so cant have that,i should just let him calm down on his own but then ill feel like a neglectful aunt and i so cant have that,0,sadness,24,107,1
train_013983,train,when i saw a man hitting a child of years without any consideration,when i saw a man hitting a child of years without any consideration,3,anger,13,67,0
train_013984,train,i don t know if these children will fulfill their dreams but i am happy that they as sponsored children have a better chance of doing so and that instead of feeling hopeless they have a vision of something beyond their lives of poverty,i don t know if these children will fulfill their dreams but i am happy that they as sponsored children have a better chance of doing so and that instead of feeling hopeless they have a vision of something beyond their lives of poverty,0,sadness,44,235,0
train_013985,train,i feel like not caring,i feel like not caring,2,love,5,22,1
train_013986,train,i are gay and feel assaulted by the right wing,i are gay and feel assaulted by the right wing,4,fear,10,46,0
train_013987,train,i think all acts of unkindness are a result of some form of selfishness because being unkind requires a lack of concern for the another person and some distorted feeling of gain by being unkind,i think all acts of unkindness are a result of some form of selfishness because being unkind requires a lack of concern for the another person and some distorted feeling of gain by being unkind,3,anger,35,193,0
train_013988,train,i will never make him feel disliked and like he is a bad kid if he is only acting according to how i raised him and he is acting liek a year old child,i will never make him feel disliked and like he is a bad kid if he is only acting according to how i raised him and he is acting liek a year old child,0,sadness,34,150,1
train_013989,train,i think he is the next best because i see a lot of level and s lol i m not looking down on them nor am i feeling glad that they got bad results because then i would stand out why should i anyway,i think he is the next best because i see a lot of level and s lol i m not looking down on them nor am i feeling glad that they got bad results because then i would stand out why should i anyway,1,joy,44,194,1
train_013990,train,i always thought problems were better to deal with immediately then you can feel like things are resolved and you can feel better,i always thought problems were better to deal with immediately then you can feel like things are resolved and you can feel better,1,joy,23,129,0
train_013991,train,im so fed up of christmas by christmas that i really struggle to feel festive,im so fed up of christmas by christmas that i really struggle to feel festive,1,joy,15,77,0
train_013992,train,i sorta feel like everything is so delicate right now,i sorta feel like everything is so delicate right now,2,love,10,53,0
train_013993,train,i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always fuck up shit,i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always fuck up shit,3,anger,24,121,0
train_013994,train,i am not surprised that some people may be feeling outraged at the terrible environmental consequences of the logging and the dam and after seeing how their leaders have betrayed them are now turning to higher authorities divine help as a last resort,i am not surprised that some people may be feeling outraged at the terrible environmental consequences of the logging and the dam and after seeing how their leaders have betrayed them are now turning to higher authorities divine help as a last resort,3,anger,43,250,1
train_013995,train,i no raphael says grasping for his usual eloquence and feeling it slip from his fingers with spiteful ease,i no raphael says grasping for his usual eloquence and feeling it slip from his fingers with spiteful ease,3,anger,19,106,1
train_013996,train,i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet,i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet,4,fear,34,149,1
train_013997,train,when we stayed in vienna with our class,when we stayed in vienna with our class,4,fear,8,39,0
train_013998,train,i do not feel glamourous,i do not feel glamourous,1,joy,5,24,1
train_013999,train,i feel like i was a naughty girl and should have said no way,i feel like i was a naughty girl and should have said no way,2,love,14,60,1
train_014000,train,i feel like im tortured like years ago,i feel like im tortured like years ago,4,fear,8,38,0
train_014001,train,i was sent home still feeling a bit shaky and dizzy,i was sent home still feeling a bit shaky and dizzy,4,fear,11,51,0
train_014002,train,im sure youre not alone in feeling a little funny about enjoying art even black created and black endorsed art littered with a term that would brand you as hateful backward and racist with a capital r if you uttered it in conversation,im sure youre not alone in feeling a little funny about enjoying art even black created and black endorsed art littered with a term that would brand you as hateful backward and racist with a capital r if you uttered it in conversation,5,surprise,43,234,1
train_014003,train,i will take care of the flashback of swingsets and telling the tiniest of white lies for the sake of feeling free for several hours arriving home late after staying out past curfew to watch some horror movie well sort of,i will take care of the flashback of swingsets and telling the tiniest of white lies for the sake of feeling free for several hours arriving home late after staying out past curfew to watch some horror movie well sort of,1,joy,41,220,0
train_014004,train,i feel they will develop a friendly connection as time progresses,i feel they will develop a friendly connection as time progresses,1,joy,11,65,0
train_014005,train,i feel very vulnerable about sharing things that i write but i hit the publish button anyway,i feel very vulnerable about sharing things that i write but i hit the publish button anyway,4,fear,17,92,0
train_014006,train,i feel so heartbroken but in a silly way of course,i feel so heartbroken but in a silly way of course,0,sadness,11,50,0
train_014007,train,i feel so disheartened that i feel nauseous and sick,i feel so disheartened that i feel nauseous and sick,0,sadness,10,52,0
train_014008,train,i feel really dirty now but it felt really nice,i feel really dirty now but it felt really nice,0,sadness,10,47,0
train_014009,train,i mean not one i feel that it is my duty to help all of our loyal readers of hb understand the world that is going on around them,i mean not one i feel that it is my duty to help all of our loyal readers of hb understand the world that is going on around them,2,love,29,129,1
train_014010,train,i feel gratitude for the opportunity to have met so many amazing people through the magic of the internet,i feel gratitude for the opportunity to have met so many amazing people through the magic of the internet,5,surprise,19,105,0
train_014011,train,i know this makes me a bitch and a half but i cannot help but feel a little triumphant when i see an old nemesis come into my workplace pregnant kid in tow fat husband waiting in the pickup truck rushed and clearly unhappy,i know this makes me a bitch and a half but i cannot help but feel a little triumphant when i see an old nemesis come into my workplace pregnant kid in tow fat husband waiting in the pickup truck rushed and clearly unhappy,1,joy,44,222,1
train_014012,train,i cant totally defend her the woman wanted to be famous and nobody around her seems to be able to tell her how to handle fame britney leave los angeles when you can for starters but i am starting to feel a lot more sympathetic toward her,i cant totally defend her the woman wanted to be famous and nobody around her seems to be able to tell her how to handle fame britney leave los angeles when you can for starters but i am starting to feel a lot more sympathetic toward her,2,love,47,237,1
train_014013,train,i feel extraordinarily clever,i feel extraordinarily clever,1,joy,4,29,0
train_014014,train,i feel its an amazing resource for families traveling to orlando,i feel its an amazing resource for families traveling to orlando,1,joy,11,64,0
train_014015,train,i feel like a hot mess and i probably am,i feel like a hot mess and i probably am,2,love,10,40,0
train_014016,train,i drink a glass of champagne and feel really relieved,i drink a glass of champagne and feel really relieved,1,joy,10,53,0
train_014017,train,i do not agree with hirsi ali on policy matters and i do agree with much of what ingrid writes by contrast but having grown up in a country for which i feel little love and with the culture of which i do not identify in the least i can t help but to be sympathetic to her,i do not agree with hirsi ali on policy matters and i do agree with much of what ingrid writes by contrast but having grown up in a country for which i feel little love and with the culture of which i do not identify in the least i can t help but to be sympathetic to her,2,love,58,271,1
train_014018,train,im also feeling overwhelmed by how often im saying im too old for that shit,im also feeling overwhelmed by how often im saying im too old for that shit,5,surprise,15,75,0
train_014019,train,i miss my friends amp feel neglectful,i miss my friends amp feel neglectful,0,sadness,7,37,0
train_014020,train,i was attracted to the feeling of being admired being an object of desire and refusing to give in,i was attracted to the feeling of being admired being an object of desire and refusing to give in,1,joy,19,97,0
train_014021,train,i caressed it affectionately and she curled up ever so close to me giving me that wonderfully warm feeling of divine mother s loving sparsh which i cannot forget,i caressed it affectionately and she curled up ever so close to me giving me that wonderfully warm feeling of divine mother s loving sparsh which i cannot forget,1,joy,29,161,1
train_014022,train,i feel like i have been waiting a lifetime to be in this unfolding experience as always excited to share whatever it is that i am learning that is unfolding for all of us to experience with full awareness,i feel like i have been waiting a lifetime to be in this unfolding experience as always excited to share whatever it is that i am learning that is unfolding for all of us to experience with full awareness,1,joy,39,204,0
train_014023,train,i get older i desire to find creative ways to continue to be a dancer because i feel like the time when the body stops reacting and responding to dance is the time when the artistic level is honed in a really great way,i get older i desire to find creative ways to continue to be a dancer because i feel like the time when the body stops reacting and responding to dance is the time when the artistic level is honed in a really great way,1,joy,44,218,0
train_014024,train,when i was still a child,when i was still a child,3,anger,6,24,0
train_014025,train,im feeling really lonely and feeling like im missing a part of myself,im feeling really lonely and feeling like im missing a part of myself,0,sadness,13,69,0
train_014026,train,i felt the bubbling feeling and pretty soon i was at my peek and climaxed on her hands and her cute little dress,i felt the bubbling feeling and pretty soon i was at my peek and climaxed on her hands and her cute little dress,1,joy,23,112,0
train_014027,train,i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,3,anger,34,154,1
train_014028,train,i feel like my fear of end times is gone and i am honestly longing for home more than i ever have in my life,i feel like my fear of end times is gone and i am honestly longing for home more than i ever have in my life,2,love,25,108,0
train_014029,train,i believe and some i feel sadly are not truthful,i believe and some i feel sadly are not truthful,1,joy,10,48,1
train_014030,train,i give you some tips on overcoming the feelings of being overwhelmed,i give you some tips on overcoming the feelings of being overwhelmed,4,fear,12,68,0
train_014031,train,i didnt feel as intimidated as i had felt at the beginning of class,i didnt feel as intimidated as i had felt at the beginning of class,4,fear,14,67,1
train_014032,train,i went home that day feeling very discouraged at all of the ground that i had to make up but with my heart set on fulfilling my destiny,i went home that day feeling very discouraged at all of the ground that i had to make up but with my heart set on fulfilling my destiny,0,sadness,28,135,0
train_014033,train,i feel longing in myself or see it in others it rises up as a need that will never be quenched a desire never to be extinguished,i feel longing in myself or see it in others it rises up as a need that will never be quenched a desire never to be extinguished,2,love,27,128,1
train_014034,train,i struggle to lick my lips and at least ease some of the dry cracked feeling but end up just getting an unwelcome taste of the mask tied over my face,i struggle to lick my lips and at least ease some of the dry cracked feeling but end up just getting an unwelcome taste of the mask tied over my face,0,sadness,31,149,0
train_014035,train,i tried to convince them that mine wouldnt actually make them feel crappy like the real deal but they were still reluctant to try it,i tried to convince them that mine wouldnt actually make them feel crappy like the real deal but they were still reluctant to try it,0,sadness,25,132,1
train_014036,train,i feel like we broke the mold at least to some degree when it comes to the stereotype of sibling rivalry,i feel like we broke the mold at least to some degree when it comes to the stereotype of sibling rivalry,0,sadness,21,104,0
train_014037,train,i feel utterly depend on my sweet jesus to carry me through the next day hour mile conversation minute,i feel utterly depend on my sweet jesus to carry me through the next day hour mile conversation minute,1,joy,19,102,0
train_014038,train,i feel it is unfortunate that governor riley has stated that he and the republican party are raising funds to unseat democrats in the elections,i feel it is unfortunate that governor riley has stated that he and the republican party are raising funds to unseat democrats in the elections,0,sadness,25,143,0
train_014039,train,i feel disturbed inside,i feel disturbed inside,0,sadness,4,23,0
train_014040,train,i have this insatiable desire to plant and clean and i m feeling a little bit amorous,i have this insatiable desire to plant and clean and i m feeling a little bit amorous,2,love,17,85,0
train_014041,train,i got the feeling he respected my choice making my way on my own answering to nobody but myself,i got the feeling he respected my choice making my way on my own answering to nobody but myself,1,joy,19,95,1
train_014042,train,i care about but i feel unimportant to because they have their shit together enough so that they dont need me anymore,i care about but i feel unimportant to because they have their shit together enough so that they dont need me anymore,0,sadness,22,117,1
train_014043,train,i feel so heartbroken tonight,i feel so heartbroken tonight,0,sadness,5,29,0
train_014044,train,ive felt the last few days i feel fucking fantastic today,ive felt the last few days i feel fucking fantastic today,1,joy,11,57,0
train_014045,train,i started feeling a bit strange,i started feeling a bit strange,5,surprise,6,31,0
train_014046,train,i feel so happily rebellious,i feel so happily rebellious,3,anger,5,28,0
train_014047,train,i had been feeling extremely homesick the first two days,i had been feeling extremely homesick the first two days,0,sadness,10,56,0
train_014048,train,a relationship in which i had put my trust,a relationship in which i had put my trust,0,sadness,9,42,0
train_014049,train,i feel humiliated when mistress watches me mince into bed wearing my frilly pink bloomers and pink babydoll,i feel humiliated when mistress watches me mince into bed wearing my frilly pink bloomers and pink babydoll,0,sadness,18,107,0
train_014050,train,i took a mini break from posting pics as i just have not been feeling inspired lately,i took a mini break from posting pics as i just have not been feeling inspired lately,1,joy,17,85,1
train_014051,train,im so excited thinking that some hot man might see my sweet little pussy this makes me feel so naughty a naught little girl hehehehehe,im so excited thinking that some hot man might see my sweet little pussy this makes me feel so naughty a naught little girl hehehehehe,2,love,25,134,0
train_014052,train,i feel like in some ways im probably not putting myself in vulnerable positions enough and pushing the limits of it,i feel like in some ways im probably not putting myself in vulnerable positions enough and pushing the limits of it,4,fear,21,115,1
train_014053,train,i had been feeling lousy but feeling a little more normal brought so many small things into focus and everything seemed wonderful,i had been feeling lousy but feeling a little more normal brought so many small things into focus and everything seemed wonderful,0,sadness,22,129,0
train_014054,train,i was tired of feeling unloved and broken and thought maybe that was the way out,i was tired of feeling unloved and broken and thought maybe that was the way out,0,sadness,16,80,0
train_014055,train,i can barely maintain long distance relationships because im too invested in feeling shitty alone,i can barely maintain long distance relationships because im too invested in feeling shitty alone,0,sadness,15,97,0
train_014056,train,i feel hopeful that we are already taking important action to make these necessary and important changes and that we will actually make an effective change and make it soon,i feel hopeful that we are already taking important action to make these necessary and important changes and that we will actually make an effective change and make it soon,1,joy,30,172,0
train_014057,train,i feel very emotional down and i tried to put a strong front no matter what his instinct is always right about me being not okay,i feel very emotional down and i tried to put a strong front no matter what his instinct is always right about me being not okay,0,sadness,26,128,1
train_014058,train,i don t really know what the suicide attempt accomplished other than me feeling ashamed embarrassed and stupid,i don t really know what the suicide attempt accomplished other than me feeling ashamed embarrassed and stupid,0,sadness,18,110,0
train_014059,train,im well chuffed made me feel fab straight away,im well chuffed made me feel fab straight away,1,joy,9,46,0
train_014060,train,i feel really low it would be nice to have someone to hold me when i cry,i feel really low it would be nice to have someone to hold me when i cry,0,sadness,17,72,0
train_014061,train,i dont watch a whole lot however when i do i turn off the tv and feel stunned,i dont watch a whole lot however when i do i turn off the tv and feel stunned,5,surprise,18,77,1
train_014062,train,im feeling less generous i call her psychotic,im feeling less generous i call her psychotic,2,love,8,45,0
train_014063,train,i feel like i ve impressed a lot of the scientists with my ability to quickly pick up all the skills expected of a tech,i feel like i ve impressed a lot of the scientists with my ability to quickly pick up all the skills expected of a tech,5,surprise,25,119,0
train_014064,train,i feel bad about school,i feel bad about school,0,sadness,5,23,0
train_014065,train,i feel a little disheartened but i dont think i feel bad as maybe i should,i feel a little disheartened but i dont think i feel bad as maybe i should,0,sadness,16,74,1
train_014066,train,i feel like were all pretty supportive of each other,i feel like were all pretty supportive of each other,2,love,10,52,0
train_014067,train,i feel really fucked up why do such things always happen to me,i feel really fucked up why do such things always happen to me,3,anger,13,62,0
train_014068,train,i feel so fucking tragic,i feel so fucking tragic,0,sadness,5,24,0
train_014069,train,i may never have a best selling novel i feel joyful and alive when i m writing so i write,i may never have a best selling novel i feel joyful and alive when i m writing so i write,1,joy,20,89,1
train_014070,train,i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives,i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives,3,anger,26,136,0
train_014071,train,i just feel like i should become an ungrateful bastard instead,i just feel like i should become an ungrateful bastard instead,0,sadness,11,62,0
train_014072,train,i have a bad feeling about something that should be respected,i have a bad feeling about something that should be respected,1,joy,11,61,0
train_014073,train,i feel like ive resolved some things in the last week,i feel like ive resolved some things in the last week,1,joy,11,53,0
train_014074,train,i think what i m going to do is care less about anything that doesn t matter and won t make me feel successful in life,i think what i m going to do is care less about anything that doesn t matter and won t make me feel successful in life,1,joy,26,118,0
train_014075,train,i would not expect you to understand and if you have i feel horrible for you,i would not expect you to understand and if you have i feel horrible for you,0,sadness,16,76,1
train_014076,train,i feel i was appalled to see a misused apostrophe on the bbc and an incorrect spelling on itv last week,i feel i was appalled to see a misused apostrophe on the bbc and an incorrect spelling on itv last week,3,anger,21,103,0
train_014077,train,ive been feeling for awhile and he looked at me with a surprised look and said is that you,ive been feeling for awhile and he looked at me with a surprised look and said is that you,5,surprise,19,90,0
train_014078,train,i began to feel ok,i began to feel ok,1,joy,5,18,0
train_014079,train,i don t need to though i must admit i kept comparing myself to the skinny japanese girls i see everyday on the street and just writing that here makes me feel ludicrous,i don t need to though i must admit i kept comparing myself to the skinny japanese girls i see everyday on the street and just writing that here makes me feel ludicrous,0,sadness,33,168,0
train_014080,train,i was actually feeling very distressed,i was actually feeling very distressed,4,fear,6,38,0
train_014081,train,im feeling a bit homesick,im feeling a bit homesick,0,sadness,5,25,0
train_014082,train,i finally feel sure enough in myself to hold my words where they should be,i finally feel sure enough in myself to hold my words where they should be,1,joy,15,74,0
train_014083,train,i was little i always had this exciting jittery feeling the day before i went on holiday but now im pretty meh about it,i was little i always had this exciting jittery feeling the day before i went on holiday but now im pretty meh about it,1,joy,24,119,0
train_014084,train,i feel utterly disillusioned,i feel utterly disillusioned,0,sadness,4,28,0
train_014085,train,i generally like to blog about things that make my day but today im feeling particularly generous so im blogging about something that made my kids day,i generally like to blog about things that make my day but today im feeling particularly generous so im blogging about something that made my kids day,1,joy,27,150,0
train_014086,train,i feel does my foot hurt a bit maybe but who cares when the rest of me is happily strutting down the streets of this great city,i feel does my foot hurt a bit maybe but who cares when the rest of me is happily strutting down the streets of this great city,0,sadness,27,127,0
train_014087,train,i wanted to make him feel special on his birthday particularly as he was going to be putting in a looooong day at work,i wanted to make him feel special on his birthday particularly as he was going to be putting in a loong day at work,1,joy,24,118,0
train_014088,train,im sure there are not actually multiple people looking at this crap right now but basically i feel the urge to share something with the few unfortunate people who are probably as bored at work as i currently am,im sure there are not actually multiple people looking at this crap right now but basically i feel the urge to share something with the few unfortunate people who are probably as bored at work as i currently am,0,sadness,39,210,1
train_014089,train,i heard it somehow it brings me good feeling strange,i heard it somehow it brings me good feeling strange,4,fear,10,52,0
train_014090,train,im not feeling overwhelmed by school just yet i only give that a week or so hah,im not feeling overwhelmed by school just yet i only give that a week or so hah,5,surprise,17,79,1
train_014091,train,i have a feeling they don t find whiskey to be humorous over there at the health department,i have a feeling they don t find whiskey to be humorous over there at the health department,1,joy,18,91,0
train_014092,train,i feel kind of strange,i feel kind of strange,5,surprise,5,22,0
train_014093,train,im feeling it now my soul cries it aches for your laugh that sweet melodious voice it pains my dear,im feeling it now my soul cries it aches for your laugh that sweet melodious voice it pains my dear,2,love,20,99,0
train_014094,train,im just feeling more generous as i get older,im just feeling more generous as i get older,1,joy,9,44,0
train_014095,train,i am reminded that this heartache im feeling is a gentle nudge,i am reminded that this heartache im feeling is a gentle nudge,2,love,12,62,0
train_014096,train,i only watch about television shows regularly and even those feel like a time commitment that pulls on me when i just want to be entertained,i only watch about television shows regularly and even those feel like a time commitment that pulls on me when i just want to be entertained,1,joy,26,140,0
train_014097,train,i feel so unwelcome here now and im leaving tonight once benno finishes his motorcycle lesson,i feel so unwelcome here now and im leaving tonight once benno finishes his motorcycle lesson,0,sadness,16,93,0
train_014098,train,im still feeling a little shaken,im still feeling a little shaken,4,fear,6,32,0
train_014099,train,im feeling a bit bitchy tonight so i will be,im feeling a bit bitchy tonight so i will be,3,anger,10,44,0
train_014100,train,i have teamed it with a slouchy studded jacket that i picked up from warehouse in the sale and feel nicely smart,i have teamed it with a slouchy studded jacket that i picked up from warehouse in the sale and feel nicely smart,1,joy,22,112,0
train_014101,train,i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience,i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience,4,fear,25,136,0
train_014102,train,i am tired and i feel defeated,i am tired and i feel defeated,0,sadness,7,30,0
train_014103,train,im feeling a little romantic,im feeling a little romantic,2,love,5,28,0
train_014104,train,i did feel defeated,i did feel defeated,0,sadness,4,19,0
train_014105,train,i think i m royally screwed up and heading down a one way street to crazy town but because i ve recently come to realize that things about my past affect how i am today even when i don t realize it and even when i don t feel damaged,i think i m royally screwed up and heading down a one way street to crazy town but because i ve recently come to realize that things about my past affect how i am today even when i don t realize it and even when i don t feel damaged,0,sadness,50,232,0
train_014106,train,i say no i feel guilty img src http var,i say no i feel guilty img src http var,0,sadness,10,39,1
train_014107,train,i woke up today with totally no text so i was feeling pretty gloomy at first then my precious idiotic don called and cheered me up,i woke up today with totally no text so i was feeling pretty gloomy at first then my precious idiotic don called and cheered me up,0,sadness,26,130,1
train_014108,train,i cant help but feel that it is somewhat special,i cant help but feel that it is somewhat special,1,joy,10,48,1
train_014109,train,i was feeling brave and wanted to try my hand at free motion quilting,i was feeling brave and wanted to try my hand at free motion quilting,1,joy,14,69,0
train_014110,train,i do still feel melancholy at times but that too can be chased away if i just keep my mind occupied,i do still feel melancholy at times but that too can be chased away if i just keep my mind occupied,0,sadness,21,99,0
train_014111,train,i wish i could say fuck you to people who make me feel insecure for ever to have existed,i wish i could say fuck you to people who make me feel insecure for ever to have existed,4,fear,19,88,0
train_014112,train,im feeling bitchy and unappreciated today,im feeling bitchy and unappreciated today,3,anger,6,41,0
train_014113,train,im feeling energetic this morning,im feeling energetic this morning,1,joy,5,33,0
train_014114,train,i feel like this is like fake bogart said at one point in the show,i feel like this is like fake bogart said at one point in the show,0,sadness,15,66,0
train_014115,train,i was made to feel that i was damaged and not good or giving enough when in reality nothing is ever enough,i was made to feel that i was damaged and not good or giving enough when in reality nothing is ever enough,0,sadness,22,106,1
train_014116,train,i am not sure why in that moment that i thought i would be able to feel it hellip but it was pretty funny,i am not sure why in that moment that i thought i would be able to feel it hellip but it was pretty funny,5,surprise,24,105,1
train_014117,train,i still have the wtf feeling and regretful feeling until today though just a kiss but a stranger,i still have the wtf feeling and regretful feeling until today though just a kiss but a stranger,0,sadness,18,96,0
train_014118,train,im feeling extraordinarily dazed and bewildered this arvo for no particular reason and my muscles all hurt even though i dont actually have any,im feeling extraordinarily dazed and bewildered this arvo for no particular reason and my muscles all hurt even though i dont actually have any,5,surprise,24,143,1
train_014119,train,i were dating myself right now i d be telling my girlfriends that i feel ignored unloved under appreciated and like i m not a priority,i were dating myself right now i d be telling my girlfriends that i feel ignored unloved under appreciated and like i m not a priority,0,sadness,26,134,1
train_014120,train,ive had this urgent feeling to write to you and tell you how the files make me feel but have felt hesitant because of fear as to where it will lead me,ive had this urgent feeling to write to you and tell you how the files make me feel but have felt hesitant because of fear as to where it will lead me,4,fear,32,150,0
train_014121,train,i feel so immensely blessed that i was chosen to be little joeys mom,i feel so immensely blessed that i was chosen to be little joeys mom,2,love,14,68,0
train_014122,train,im sure the bundle guys are feeling pretty generous this time of year,im sure the bundle guys are feeling pretty generous this time of year,2,love,13,69,0
train_014123,train,i do hope that some simply transferred to another benedictine monastery that they didn t all feel so disillusioned that they walked away from monastic life altogether,i do hope that some simply transferred to another benedictine monastery that they didn t all feel so disillusioned that they walked away from monastic life altogether,0,sadness,27,166,0
train_014124,train,i arrived at the monastery one week later i was feeling terrified,i arrived at the monastery one week later i was feeling terrified,4,fear,12,65,0
train_014125,train,i suddenly felt how statesmen feel when mobbed by the press or how doomed men feel right before they are lynched or stoned by a mob,i suddenly felt how statesmen feel when mobbed by the press or how doomed men feel right before they are lynched or stoned by a mob,0,sadness,26,131,0
train_014126,train,i go while feeling foolish so many times,i go while feeling foolish so many times,0,sadness,8,40,0
train_014127,train,i contend that the acceptance is a bow to the culture which requires it and christians today feel shamed by a new morality,i contend that the acceptance is a bow to the culture which requires it and christians today feel shamed by a new morality,0,sadness,23,122,0
train_014128,train,i hope that you enjoyed viewing and feel free to leave a comment,i hope that you enjoyed viewing and feel free to leave a comment,1,joy,13,64,0
train_014129,train,i thought i was doing what was best for my child but my pediatrician made me feel like a neglectful mom,i thought i was doing what was best for my child but my pediatrician made me feel like a neglectful mom,0,sadness,21,103,0
train_014130,train,i meant before i took some photos for a cube magazine our school magazine and they made a video from some materials from that day aaaand after stealing it i feel like showing it as well,i meant before i took some photos for a cube magazine our school magazine and they made a video from some materials from that day aand after stealing it i feel like showing it as well,1,joy,36,185,0
train_014131,train,i feel so calm with the routine rinse wash with detergent rinse take outside to line dry,i feel so calm with the routine rinse wash with detergent rinse take outside to line dry,1,joy,17,88,0
train_014132,train,i have a small history of hiding when i feel awkward,i have a small history of hiding when i feel awkward,0,sadness,11,52,0
train_014133,train,i like it on croissants when im feeling naughty but just eating it alone in a bowl or on a bed of lettuce leaves is satisfying too,i like it on croissants when im feeling naughty but just eating it alone in a bowl or on a bed of lettuce leaves is satisfying too,2,love,27,130,0
train_014134,train,i was wrong to feel overly optimistic about the crossfit workout,i was wrong to feel overly optimistic about the crossfit workout,1,joy,11,64,0
train_014135,train,i feel very graceful today,i feel very graceful today,1,joy,5,26,0
train_014136,train,i can t imagine that it is a newly developed tendency and the realization that i have made things so much harder on myself over the years leaves me feeling mad at myself,i can t imagine that it is a newly developed tendency and the realization that i have made things so much harder on myself over the years leaves me feeling mad at myself,3,anger,33,169,0
train_014137,train,i cant give you all what i wanted to and i feel it in my aching heart my sweaty palms and my sleep deprived addled brain,i cant give you all what i wanted to and i feel it in my aching heart my sweaty palms and my sleep deprived addled brain,0,sadness,26,120,1
train_014138,train,i feel i want to be carefree but all that is left inside of me is emtyness,i feel i want to be carefree but all that is left inside of me is emtyness,1,joy,17,74,0
train_014139,train,i havent been feeling too well lately,i havent been feeling too well lately,1,joy,7,37,0
train_014140,train,i feel that my labors are in vain when i don t see the expected results of my efforts,i feel that my labors are in vain when i don t see the expected results of my efforts,0,sadness,19,85,0
train_014141,train,im weary i feel burdened and i could definitely use some rest,im weary i feel burdened and i could definitely use some rest,0,sadness,12,61,0
train_014142,train,i could feel him before i saw him and he smelt delicious,i could feel him before i saw him and he smelt delicious,1,joy,12,56,0
train_014143,train,i feel so regretful that i let such mundane things as work and school get in the way,i feel so regretful that i let such mundane things as work and school get in the way,0,sadness,18,84,0
train_014144,train,i do find myself confused when i feel no pain and when my pain becomes resigned understanding a warm memory of a beautiful girl locked away for no one to ruin to taint,i do find myself confused when i feel no pain and when my pain becomes resigned understanding a warm memory of a beautiful girl locked away for no one to ruin to taint,0,sadness,33,167,1
train_014145,train,i feel like i am so pathetic selfish and unbelievably lazy i want to find a new job as the old one is just annoying me so much i can not describe that,i feel like i am so pathetic selfish and unbelievably lazy i want to find a new job as the old one is just annoying me so much i can not describe that,0,sadness,33,150,1
train_014146,train,i am made to feel embarrassed about my injuries but in my circle of horse friends i am supported we all are,i am made to feel embarrassed about my injuries but in my circle of horse friends i am supported we all are,0,sadness,22,107,0
train_014147,train,i think i should tell him how i feel the moment i see him looking for something dumb to do,i think i should tell him how i feel the moment i see him looking for something dumb to do,0,sadness,20,90,0
train_014148,train,i basically feeling a bit grumpy most of the time coz i was hungry,i basically feeling a bit grumpy most of the time coz i was hungry,3,anger,14,66,0
train_014149,train,i feel mad whats your,i feel mad whats your,3,anger,5,21,0
train_014150,train,i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,3,anger,34,180,1
train_014151,train,i was a feeling a bit low a few weeks back and i just focused on all the things that werent right in my life at the moment the requests that i had made that hadnt been granted,i was a feeling a bit low a few weeks back and i just focused on all the things that werent right in my life at the moment the requests that i had made that hadnt been granted,0,sadness,38,175,1
train_014152,train,im feeling horny right now,im feeling horny right now,2,love,5,26,0
train_014153,train,i was so traumatised by the pestilence that i was feeling quite delicate and couldnt cook so we had to buy expensive and unhealthy convenience foods from the supermarket in order to avoid starvation,i was so traumatised by the pestilence that i was feeling quite delicate and couldnt cook so we had to buy expensive and unhealthy convenience foods from the supermarket in order to avoid starvation,2,love,34,198,1
train_014154,train,i watch dramas in order to feel like my mood is not an isolated incident,i watch dramas in order to feel like my mood is not an isolated incident,0,sadness,15,72,1
train_014155,train,i thought breaking up with my best friend of years would make me bitter and feel hateful towards her,i thought breaking up with my best friend of years would make me bitter and feel hateful towards her,3,anger,19,100,0
train_014156,train,i then open my eyes and shes gone i cant help but feel alone,i then open my eyes and shes gone i cant help but feel alone,0,sadness,14,60,1
train_014157,train,i feel like this may be a delicate situation and whatever choices i make this weekend could potentially have a big effect on my life,i feel like this may be a delicate situation and whatever choices i make this weekend could potentially have a big effect on my life,2,love,25,132,0
train_014158,train,i had no idea how he had been feeling unimportant to me and i was beyond upset that he had not been honest with me about his feelings,i had no idea how he had been feeling unimportant to me and i was beyond upset that he had not been honest with me about his feelings,0,sadness,28,133,1
